Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Laterite,4.68,High,Zaid,Maharashtra,Rice,Banana
Alluvial,6.22,Low,Zaid,Uttar Pradesh,Pulses,Cumin
Sandy,8.14,Medium,Summer,Tamil Nadu,Maize,Rice
Loamy,8.35,High,Winter,Telangana,Wheat,Pulses
Laterite,6.02,Medium,Zaid,Bihar,Groundnut,Cumin
Black,7.08,Medium,Winter,Bihar,None,Soybean
Loamy,5.49,High,Rabi,Uttar Pradesh,Rice,Banana
Red,8.2,High,Winter,Bihar,Pulses,Cumin
Alluvial,4.61,Low,Kharif,Maharashtra,Pulses,Cumin
Clay,6.64,High,Zaid,Punjab,Cotton,Rice
Clay,4.56,Low,Zaid,Kerala,Groundnut,Wheat
Clay,8.32,Medium,Summer,Bihar,None,Groundnut
Red,6.66,Medium,Winter,Kerala,Maize,Cumin
Sandy,7.05,Low,Winter,Tamil Nadu,Maize,Maize
Alluvial,7.82,Low,Zaid,Kerala,Maize,Wheat
Laterite,7.72,Low,Kharif,Haryana,Cotton,Groundnut
Black,5.24,High,Zaid,Maharashtra,Cotton,Soybean
Clay,4.77,Low,Rabi,Kerala,Wheat,Cotton
Loamy,7.87,High,Zaid,Karnataka,Maize,Rice
Clay,8.4,Medium,Kharif,Uttar Pradesh,Pulses,Pulses
Red,6.66,Low,Zaid,Kerala,Pulses,Cumin
Clay,6.83,High,Zaid,Haryana,Maize,Groundnut
Alluvial,7.82,High,Winter,Tamil Nadu,Groundnut,Cumin
Black,4.93,Medium,Summer,Punjab,Sugarcane,Sugarcane
Alluvial,7.1,Medium,Zaid,Tamil Nadu,None,Banana
Red,5.69,Medium,Rabi,Bihar,Sugarcane,Groundnut
Loamy,7.9,Medium,Kharif,Bihar,Rice,Rice
Laterite,6.55,Medium,Rabi,Maharashtra,Maize,Soybean
Laterite,5.86,High,Summer,Telangana,None,Pulses
Sandy,4.93,Low,Winter,Karnataka,Rice,Banana
Laterite,8.11,High,Rabi,Gujarat,Wheat,Sugarcane
Clay,5.42,Low,Winter,Gujarat,Pulses,Rice
Clay,5.45,Low,Summer,Haryana,Maize,Cumin
Laterite,4.97,High,Rabi,Gujarat,Pulses,Soybean
Laterite,6.25,High,Rabi,Uttar Pradesh,Maize,Cotton
Red,7.1,Low,Rabi,Karnataka,None,Rice
Laterite,7.53,Low,Kharif,Uttar Pradesh,Maize,Rice
Clay,7.34,Medium,Kharif,Punjab,Maize,Rice
Laterite,6.66,Low,Rabi,Gujarat,Wheat,Cumin
Alluvial,7.32,Low,Kharif,Uttar Pradesh,Pulses,Soybean
Sandy,5.76,Medium,Kharif,Telangana,None,Rice
Clay,7.16,Low,Summer,Kerala,Rice,Maize
Alluvial,7.19,Low,Rabi,Maharashtra,Rice,Sugarcane
Loamy,5.88,Medium,Kharif,Kerala,Pulses,Banana
Laterite,8.21,Low,Kharif,Gujarat,Wheat,Pulses
Clay,5.48,High,Summer,Gujarat,Sugarcane,Maize
Laterite,7.02,Low,Kharif,Punjab,Rice,Wheat
Black,8.43,Low,Summer,Uttar Pradesh,Groundnut,Soybean
Loamy,8.11,Medium,Rabi,Maharashtra,Cotton,Banana
Loamy,6.68,Medium,Kharif,Punjab,Pulses,Cotton
Clay,7.97,Low,Kharif,Bihar,None,Rice
Alluvial,7.39,Low,Winter,Maharashtra,Sugarcane,Cumin
Laterite,6.81,Low,Zaid,Telangana,Groundnut,Banana
Laterite,7.03,Medium,Summer,Uttar Pradesh,Rice,Banana
Sandy,7.52,Low,Summer,Haryana,Maize,Groundnut
Laterite,6.22,Low,Zaid,Karnataka,Sugarcane,Soybean
Sandy,7.93,High,Summer,Karnataka,Wheat,Soybean
Sandy,6.48,High,Rabi,Haryana,Groundnut,Banana
Clay,5.85,Medium,Winter,Punjab,None,Cotton
Black,8.06,Medium,Winter,Gujarat,Cotton,Cotton
Laterite,7.69,High,Rabi,Karnataka,Cotton,Sugarcane
Alluvial,4.68,Medium,Summer,Punjab,Wheat,Groundnut
Clay,4.61,High,Winter,Haryana,Pulses,Cumin
Laterite,7.08,Medium,Zaid,Haryana,None,Cumin
Alluvial,7.52,Low,Zaid,Bihar,Groundnut,Wheat
Clay,4.88,Low,Winter,Haryana,Maize,Banana
Red,4.83,High,Zaid,Uttar Pradesh,Cotton,Banana
Alluvial,5.27,Medium,Kharif,Telangana,Groundnut,Wheat
Laterite,6.55,High,Zaid,Kerala,Wheat,Cotton
Alluvial,8.46,Medium,Zaid,Maharashtra,Groundnut,Sugarcane
Loamy,7.96,High,Zaid,Haryana,Sugarcane,Cotton
Alluvial,6.36,Low,Rabi,Gujarat,Groundnut,Maize
Black,4.6,Medium,Zaid,Kerala,None,Cumin
Sandy,6.16,High,Kharif,Maharashtra,None,Pulses
Clay,6.96,High,Zaid,Punjab,Maize,Wheat
Red,5.61,Medium,Kharif,Maharashtra,Wheat,Cotton
Laterite,5.03,High,Winter,Tamil Nadu,None,Banana
Laterite,7.61,High,Winter,Telangana,Sugarcane,Cotton
Alluvial,4.51,Medium,Rabi,Bihar,Sugarcane,Groundnut
Clay,5.46,Low,Kharif,Gujarat,Sugarcane,Sugarcane
Alluvial,4.65,High,Winter,Punjab,Wheat,Rice
Loamy,4.74,Low,Kharif,Punjab,Pulses,Pulses
Laterite,8.22,High,Kharif,Karnataka,Sugarcane,Soybean
Black,5.07,High,Kharif,Telangana,Cotton,Maize
Alluvial,7.73,Low,Kharif,Kerala,Wheat,Soybean
Alluvial,5.03,Low,Summer,Uttar Pradesh,Sugarcane,Banana
Sandy,7.96,Medium,Kharif,Punjab,Rice,Cotton
Black,6.01,Low,Kharif,Tamil Nadu,None,Maize
Laterite,6.15,Low,Zaid,Haryana,Rice,Cotton
Clay,5.65,High,Zaid,Uttar Pradesh,Maize,Banana
Alluvial,5.0,High,Summer,Telangana,Rice,Pulses
Clay,5.09,High,Zaid,Uttar Pradesh,Cotton,Cotton
Alluvial,5.81,Medium,Zaid,Kerala,Rice,Pulses
Loamy,4.68,Medium,Summer,Uttar Pradesh,Maize,Rice
Black,6.12,Medium,Zaid,Maharashtra,None,Cotton
Clay,5.78,Medium,Zaid,Haryana,Rice,Sugarcane
Loamy,6.63,Low,Zaid,Maharashtra,Sugarcane,Pulses
Laterite,6.6,Low,Summer,Tamil Nadu,Pulses,Banana
Clay,7.26,Medium,Rabi,Karnataka,None,Wheat
Alluvial,8.37,Low,Rabi,Kerala,Maize,Cotton
Sandy,6.0,High,Summer,Uttar Pradesh,Sugarcane,Soybean
Alluvial,8.11,Medium,Zaid,Gujarat,Cotton,Maize
Red,4.55,Medium,Winter,Tamil Nadu,Cotton,Cumin
Alluvial,5.81,Low,Zaid,Gujarat,Sugarcane,Groundnut
Clay,7.6,Medium,Zaid,Kerala,Cotton,Soybean
Black,4.52,High,Kharif,Bihar,Maize,Cumin
Laterite,5.47,High,Zaid,Punjab,Maize,Pulses
Alluvial,5.95,High,Zaid,Tamil Nadu,Cotton,Groundnut
Laterite,8.31,High,Zaid,Uttar Pradesh,Wheat,Groundnut
Laterite,7.61,High,Winter,Telangana,Sugarcane,Pulses
Sandy,6.31,High,Rabi,Karnataka,Rice,Maize
Loamy,5.77,Medium,Winter,Kerala,Wheat,Banana
Black,7.07,Medium,Rabi,Gujarat,None,Cotton
Black,4.97,Medium,Zaid,Maharashtra,Rice,Cumin
Sandy,7.67,Medium,Zaid,Telangana,None,Groundnut
Sandy,7.26,Low,Summer,Kerala,Cotton,Groundnut
Black,7.85,Medium,Rabi,Kerala,Pulses,Groundnut
Clay,5.01,Low,Summer,Gujarat,Wheat,Cotton
Black,5.45,High,Kharif,Uttar Pradesh,Wheat,Rice
Red,7.27,Low,Winter,Karnataka,Sugarcane,Soybean
Loamy,5.15,Low,Zaid,Tamil Nadu,Rice,Cumin
Clay,6.61,Medium,Summer,Punjab,Pulses,Soybean
Red,8.45,Medium,Summer,Gujarat,Pulses,Rice
Alluvial,6.93,High,Kharif,Telangana,Wheat,Pulses
Laterite,8.02,High,Zaid,Uttar Pradesh,Maize,Sugarcane
Loamy,8.0,Medium,Zaid,Uttar Pradesh,Sugarcane,Maize
Sandy,7.53,High,Winter,Telangana,Cotton,Wheat
Loamy,6.74,Low,Zaid,Karnataka,Cotton,Maize
Loamy,6.03,Low,Summer,Punjab,Groundnut,Maize
Sandy,4.67,High,Summer,Telangana,Groundnut,Banana
Sandy,6.91,High,Rabi,Maharashtra,Wheat,Rice
Alluvial,5.92,Medium,Winter,Gujarat,Pulses,Sugarcane
Laterite,5.87,High,Kharif,Haryana,Pulses,Cumin
Red,6.42,High,Zaid,Haryana,None,Cotton
Loamy,6.85,Medium,Zaid,Uttar Pradesh,Wheat,Sugarcane
Laterite,5.64,Low,Zaid,Bihar,Sugarcane,Sugarcane
Loamy,5.72,Medium,Zaid,Gujarat,Rice,Cotton
Loamy,7.84,Medium,Summer,Bihar,None,Rice
Loamy,4.98,Low,Summer,Karnataka,Wheat,Soybean
Red,5.14,Low,Rabi,Haryana,Wheat,Pulses
Black,5.04,Medium,Zaid,Kerala,Maize,Sugarcane
Red,7.62,Low,Kharif,Bihar,Maize,Cumin
Red,4.62,High,Winter,Telangana,Wheat,Pulses
Red,6.97,Low,Summer,Bihar,Groundnut,Cotton
Laterite,6.02,Low,Summer,Gujarat,Maize,Pulses
Sandy,8.44,High,Rabi,Punjab,Pulses,Maize
Black,5.58,Low,Rabi,Uttar Pradesh,Pulses,Cotton
Alluvial,6.32,Low,Summer,Gujarat,Wheat,Maize
Black,6.06,Medium,Winter,Haryana,Pulses,Banana
Red,7.25,Low,Rabi,Kerala,Wheat,Pulses
Alluvial,6.5,Low,Winter,Haryana,Cotton,Sugarcane
Sandy,8.09,High,Zaid,Telangana,Rice,Banana
Alluvial,4.94,Low,Kharif,Gujarat,Groundnut,Sugarcane
Red,5.16,High,Kharif,Gujarat,Maize,Rice
Loamy,6.72,High,Summer,Uttar Pradesh,Maize,Rice
Sandy,4.96,Low,Summer,Gujarat,Maize,Soybean
Clay,8.31,High,Summer,Telangana,Cotton,Maize
Alluvial,8.24,Medium,Zaid,Bihar,Sugarcane,Rice
Alluvial,6.87,Medium,Rabi,Bihar,Cotton,Sugarcane
Red,4.96,Medium,Kharif,Gujarat,Sugarcane,Banana
Sandy,8.22,Low,Kharif,Telangana,Cotton,Sugarcane
Loamy,8.09,Medium,Zaid,Karnataka,None,Groundnut
Clay,5.97,Medium,Winter,Maharashtra,Groundnut,Banana
Loamy,7.51,Medium,Zaid,Uttar Pradesh,Groundnut,Rice
Clay,8.17,Low,Winter,Haryana,Groundnut,Cotton
Alluvial,6.38,High,Zaid,Karnataka,Pulses,Soybean
Red,8.01,Medium,Rabi,Bihar,Cotton,Wheat
Loamy,4.56,Low,Kharif,Tamil Nadu,Cotton,Maize
Laterite,7.64,Low,Winter,Punjab,Pulses,Groundnut
Red,5.03,Medium,Zaid,Telangana,Wheat,Cotton
Sandy,6.41,Low,Winter,Tamil Nadu,Rice,Wheat
Loamy,6.88,Low,Summer,Gujarat,Cotton,Banana
Alluvial,6.01,Low,Winter,Haryana,Wheat,Cumin
Sandy,7.36,High,Summer,Tamil Nadu,Sugarcane,Cumin
Loamy,5.83,High,Rabi,Telangana,Rice,Maize
Black,4.53,High,Zaid,Gujarat,Wheat,Cumin
Alluvial,6.99,High,Winter,Gujarat,Cotton,Maize
Laterite,5.41,High,Kharif,Bihar,Rice,Soybean
Black,5.74,High,Winter,Uttar Pradesh,Sugarcane,Banana
Black,7.05,Low,Kharif,Uttar Pradesh,Groundnut,Maize
Alluvial,7.15,Low,Zaid,Gujarat,Cotton,Groundnut
Black,5.32,High,Summer,Telangana,Rice,Maize
Laterite,6.09,High,Summer,Haryana,None,Groundnut
Sandy,6.87,Medium,Kharif,Uttar Pradesh,Maize,Wheat
Red,4.79,Low,Winter,Telangana,Rice,Banana
Black,5.55,High,Summer,Gujarat,Wheat,Soybean
Sandy,4.77,Medium,Kharif,Tamil Nadu,Sugarcane,Rice
Clay,6.12,Low,Rabi,Gujarat,None,Pulses
Laterite,7.96,High,Winter,Karnataka,Pulses,Maize
Red,5.48,Low,Rabi,Tamil Nadu,Maize,Rice
Sandy,4.59,High,Zaid,Gujarat,Rice,Groundnut
Loamy,6.94,High,Winter,Telangana,Sugarcane,Groundnut
Laterite,7.37,Low,Winter,Maharashtra,None,Rice
Black,7.49,Low,Winter,Uttar Pradesh,None,Banana
Laterite,7.92,Low,Summer,Haryana,Cotton,Banana
Sandy,7.36,High,Summer,Karnataka,Sugarcane,Sugarcane
Laterite,8.07,Low,Summer,Kerala,Maize,Cumin
Alluvial,6.62,Low,Winter,Uttar Pradesh,Pulses,Rice
Loamy,6.74,Low,Summer,Maharashtra,Cotton,Cotton
Laterite,4.63,Low,Kharif,Uttar Pradesh,Maize,Pulses
Black,6.16,Medium,Kharif,Tamil Nadu,Maize,Pulses
Alluvial,6.45,Medium,Winter,Kerala,Pulses,Cotton
Alluvial,5.61,High,Kharif,Uttar Pradesh,Pulses,Groundnut
Sandy,7.03,Medium,Summer,Haryana,Groundnut,Sugarcane
Clay,5.41,Low,Kharif,Haryana,Cotton,Banana
Alluvial,6.16,Medium,Zaid,Kerala,Maize,Sugarcane
Red,8.4,Low,Winter,Uttar Pradesh,Wheat,Pulses
Alluvial,7.72,Medium,Rabi,Kerala,Sugarcane,Cotton
Loamy,4.61,High,Rabi,Karnataka,Rice,Maize
Black,8.1,Medium,Winter,Tamil Nadu,Rice,Maize
Red,4.78,High,Summer,Haryana,Sugarcane,Banana
Laterite,4.64,Low,Summer,Punjab,Pulses,Cotton
Alluvial,7.82,High,Summer,Punjab,Maize,Pulses
Red,8.22,Medium,Winter,Kerala,None,Rice
Laterite,6.85,Medium,Summer,Telangana,Rice,Banana
Sandy,5.63,High,Zaid,Punjab,Wheat,Soybean
Laterite,6.89,High,Zaid,Uttar Pradesh,Pulses,Sugarcane
Black,7.54,Medium,Zaid,Telangana,Maize,Wheat
Laterite,8.48,High,Kharif,Karnataka,Wheat,Soybean
Red,7.44,Low,Kharif,Bihar,Rice,Groundnut
Clay,5.76,Medium,Kharif,Tamil Nadu,Maize,Sugarcane
Alluvial,5.95,High,Kharif,Haryana,Sugarcane,Pulses
Clay,6.1,High,Winter,Bihar,None,Wheat
Loamy,4.57,High,Zaid,Maharashtra,Cotton,Pulses
Loamy,6.57,Low,Winter,Bihar,Pulses,Maize
Alluvial,6.11,Low,Winter,Punjab,Groundnut,Rice
Black,7.9,Medium,Winter,Tamil Nadu,Groundnut,Cotton
Laterite,5.08,High,Winter,Maharashtra,Pulses,Groundnut
Sandy,7.45,Medium,Summer,Maharashtra,Wheat,Cotton
Red,6.2,High,Rabi,Maharashtra,None,Maize
Red,5.13,Medium,Summer,Telangana,Sugarcane,Cumin
Red,5.71,High,Kharif,Punjab,Wheat,Sugarcane
Sandy,7.8,Low,Summer,Haryana,Rice,Groundnut
Loamy,5.66,Low,Rabi,Punjab,Cotton,Cumin
Alluvial,5.56,Low,Kharif,Karnataka,Groundnut,Soybean
Alluvial,7.41,Medium,Zaid,Telangana,Sugarcane,Soybean
Clay,5.14,High,Kharif,Kerala,Sugarcane,Maize
Laterite,6.16,Medium,Kharif,Telangana,Rice,Pulses
Red,5.99,Low,Rabi,Karnataka,Maize,Maize
Black,6.1,Medium,Zaid,Bihar,None,Pulses
Black,6.32,High,Summer,Tamil Nadu,Rice,Soybean
Alluvial,6.75,High,Winter,Tamil Nadu,Sugarcane,Groundnut
Black,5.36,Low,Rabi,Bihar,Wheat,Sugarcane
Clay,5.2,Low,Winter,Tamil Nadu,Wheat,Cotton
Alluvial,4.85,Low,Summer,Gujarat,Pulses,Wheat
Sandy,6.14,High,Summer,Gujarat,Pulses,Sugarcane
Loamy,7.1,Low,Summer,Punjab,Pulses,Groundnut
Clay,8.19,Medium,Zaid,Telangana,Wheat,Cotton
Clay,6.13,Low,Summer,Gujarat,Maize,Cotton
Red,6.13,Medium,Winter,Karnataka,Maize,Maize
Alluvial,6.44,Medium,Summer,Haryana,Rice,Maize
Black,4.57,Medium,Zaid,Kerala,Sugarcane,Sugarcane
Alluvial,5.14,Low,Zaid,Maharashtra,Cotton,Soybean
Sandy,6.89,Medium,Zaid,Gujarat,Groundnut,Sugarcane
Loamy,7.05,High,Winter,Haryana,Maize,Maize
Loamy,7.54,High,Zaid,Kerala,Wheat,Pulses
Clay,7.42,Low,Rabi,Kerala,Pulses,Maize
Alluvial,6.77,Low,Kharif,Telangana,None,Rice
Sandy,6.61,Low,Rabi,Telangana,Wheat,Maize
Laterite,4.66,High,Zaid,Haryana,Sugarcane,Cotton
Black,6.78,Low,Kharif,Uttar Pradesh,Maize,Pulses
Black,8.26,High,Winter,Bihar,Wheat,Cumin
Loamy,5.22,Low,Kharif,Uttar Pradesh,None,Maize
Sandy,5.92,High,Summer,Karnataka,Groundnut,Pulses
Laterite,8.03,High,Zaid,Gujarat,Wheat,Sugarcane
Clay,7.64,Low,Winter,Kerala,Groundnut,Soybean
Black,5.7,Low,Kharif,Bihar,Wheat,Banana
Red,7.08,High,Kharif,Telangana,None,Sugarcane
Laterite,5.38,Low,Kharif,Gujarat,Pulses,Maize
Laterite,6.81,Medium,Winter,Bihar,Rice,Groundnut
Red,6.48,High,Rabi,Tamil Nadu,Rice,Cotton
Red,4.86,High,Summer,Gujarat,Sugarcane,Sugarcane
Laterite,7.75,Low,Kharif,Bihar,Groundnut,Rice
Red,6.65,High,Zaid,Punjab,Rice,Rice
Laterite,7.66,Low,Summer,Punjab,Maize,Rice
Alluvial,5.33,High,Kharif,Uttar Pradesh,None,Sugarcane
Black,7.78,High,Zaid,Kerala,Rice,Maize
Laterite,5.58,High,Summer,Tamil Nadu,Pulses,Cotton
Clay,7.34,Medium,Winter,Karnataka,Groundnut,Sugarcane
Sandy,7.37,Low,Summer,Karnataka,Pulses,Cotton
Red,4.51,Medium,Summer,Bihar,Rice,Wheat
Alluvial,4.58,High,Winter,Gujarat,Pulses,Wheat
Black,6.32,Low,Summer,Maharashtra,Sugarcane,Rice
Red,6.4,Low,Summer,Uttar Pradesh,Wheat,Rice
Sandy,5.53,Low,Winter,Haryana,None,Maize
Black,5.71,Low,Summer,Punjab,Groundnut,Rice
Clay,5.98,Low,Summer,Maharashtra,Sugarcane,Pulses
Sandy,7.2,High,Kharif,Haryana,Pulses,Maize
Sandy,5.91,High,Rabi,Gujarat,Rice,Soybean
Alluvial,6.95,High,Zaid,Uttar Pradesh,Pulses,Pulses
Loamy,7.25,Medium,Winter,Bihar,Maize,Banana
Loamy,7.45,Medium,Summer,Gujarat,Pulses,Groundnut
Laterite,8.49,Low,Rabi,Kerala,Maize,Pulses
Laterite,5.77,High,Kharif,Gujarat,Groundnut,Banana
Alluvial,5.85,Medium,Rabi,Gujarat,Wheat,Sugarcane
Alluvial,7.87,Medium,Rabi,Telangana,None,Wheat
Red,7.63,High,Winter,Haryana,Pulses,Pulses
Laterite,5.23,High,Summer,Gujarat,None,Wheat
Black,5.54,Medium,Zaid,Maharashtra,Wheat,Pulses
Alluvial,5.34,High,Zaid,Karnataka,Sugarcane,Cumin
Sandy,7.73,Medium,Winter,Tamil Nadu,Pulses,Cotton
Sandy,7.82,Medium,Rabi,Maharashtra,Groundnut,Cumin
Loamy,6.24,High,Zaid,Punjab,Maize,Rice
Clay,8.09,Medium,Zaid,Tamil Nadu,Pulses,Sugarcane
Loamy,5.49,Medium,Summer,Karnataka,Maize,Sugarcane
Clay,4.55,Medium,Summer,Kerala,Maize,Cotton
Laterite,7.0,Medium,Winter,Maharashtra,Rice,Cotton
Alluvial,5.29,High,Summer,Telangana,Cotton,Rice
Sandy,7.24,Medium,Summer,Bihar,Sugarcane,Groundnut
Alluvial,5.16,Low,Winter,Uttar Pradesh,Pulses,Sugarcane
Loamy,7.26,Medium,Kharif,Telangana,Maize,Wheat
Black,7.38,Medium,Zaid,Haryana,Pulses,Maize
Clay,5.5,Low,Summer,Haryana,Rice,Sugarcane
Red,6.49,Low,Winter,Punjab,Sugarcane,Banana
Clay,7.15,High,Winter,Gujarat,Groundnut,Cotton
Alluvial,5.6,High,Rabi,Punjab,None,Banana
Red,7.19,High,Kharif,Punjab,Sugarcane,Banana
Loamy,7.05,Medium,Winter,Karnataka,Maize,Soybean
Loamy,5.77,Medium,Winter,Punjab,None,Pulses
Clay,7.11,High,Zaid,Maharashtra,Rice,Cotton
Black,5.9,High,Zaid,Maharashtra,Pulses,Cotton
Clay,4.94,Medium,Rabi,Punjab,Pulses,Pulses
Sandy,6.92,High,Kharif,Kerala,Sugarcane,Cotton
Sandy,8.41,High,Summer,Punjab,Cotton,Cotton
Alluvial,6.2,High,Winter,Uttar Pradesh,Groundnut,Rice
Alluvial,7.8,Medium,Zaid,Kerala,Wheat,Sugarcane
Red,7.5,Low,Rabi,Punjab,Cotton,Sugarcane
Clay,6.98,Medium,Zaid,Punjab,Sugarcane,Soybean
Alluvial,4.56,Medium,Zaid,Kerala,None,Maize
Loamy,4.6,Low,Rabi,Uttar Pradesh,Pulses,Groundnut
Sandy,5.65,Medium,Winter,Karnataka,Sugarcane,Soybean
Laterite,7.87,Low,Rabi,Telangana,Pulses,Cumin
Black,6.73,High,Winter,Haryana,Rice,Cumin
Sandy,5.74,Medium,Summer,Uttar Pradesh,Wheat,Rice
Red,6.1,Medium,Rabi,Gujarat,Sugarcane,Maize
Clay,4.81,Low,Zaid,Haryana,Wheat,Maize
Clay,4.76,High,Zaid,Kerala,Cotton,Pulses
Sandy,4.75,Low,Kharif,Gujarat,Pulses,Soybean
Loamy,7.15,Low,Summer,Punjab,Maize,Groundnut
Alluvial,6.78,Medium,Rabi,Telangana,None,Cumin
Clay,7.92,Medium,Kharif,Punjab,None,Rice
Loamy,4.78,High,Rabi,Telangana,Pulses,Banana
Alluvial,7.66,High,Winter,Kerala,Maize,Banana
Clay,6.3,Low,Rabi,Uttar Pradesh,Sugarcane,Cotton
Sandy,5.01,Low,Rabi,Haryana,Wheat,Banana
Red,8.19,Low,Rabi,Punjab,Maize,Sugarcane
Laterite,7.81,High,Rabi,Telangana,Groundnut,Soybean
Clay,5.24,High,Zaid,Kerala,Cotton,Soybean
Alluvial,6.24,Low,Summer,Tamil Nadu,Rice,Cotton
Loamy,6.23,High,Rabi,Gujarat,Wheat,Cumin
Red,7.5,High,Winter,Telangana,Maize,Soybean
Loamy,5.77,Medium,Summer,Haryana,Cotton,Groundnut
Alluvial,4.62,Low,Winter,Bihar,Pulses,Cotton
Laterite,8.19,High,Summer,Telangana,Wheat,Maize
Red,7.5,Low,Winter,Gujarat,Sugarcane,Rice
Laterite,8.32,Low,Summer,Gujarat,None,Soybean
Red,4.61,Medium,Kharif,Tamil Nadu,Wheat,Groundnut
Sandy,6.41,Medium,Winter,Maharashtra,Pulses,Banana
Clay,5.01,Medium,Winter,Telangana,Groundnut,Maize
Clay,5.47,High,Summer,Karnataka,Cotton,Groundnut
Loamy,5.61,Low,Zaid,Maharashtra,Pulses,Sugarcane
Clay,7.11,High,Kharif,Telangana,Pulses,Banana
Sandy,5.0,Low,Rabi,Haryana,Groundnut,Cotton
Red,8.05,Medium,Zaid,Tamil Nadu,Maize,Wheat
Sandy,5.74,Medium,Summer,Bihar,Rice,Cotton
Loamy,7.08,High,Rabi,Haryana,Sugarcane,Pulses
Loamy,7.61,Low,Winter,Bihar,Sugarcane,Rice
Alluvial,5.93,High,Winter,Bihar,Rice,Cotton
Laterite,6.53,High,Winter,Bihar,Groundnut,Pulses
Sandy,6.4,Medium,Winter,Haryana,None,Cotton
Alluvial,5.47,High,Zaid,Gujarat,Rice,Maize
Loamy,6.69,Medium,Rabi,Bihar,Groundnut,Soybean
Loamy,5.23,High,Summer,Bihar,Cotton,Cumin
Loamy,4.72,High,Summer,Maharashtra,Wheat,Groundnut
Laterite,6.29,Medium,Summer,Punjab,Groundnut,Maize
Red,4.56,Low,Zaid,Punjab,Maize,Sugarcane
Loamy,7.39,Low,Zaid,Telangana,Cotton,Pulses
Laterite,7.22,High,Kharif,Gujarat,Rice,Wheat
Alluvial,4.68,Medium,Rabi,Tamil Nadu,Groundnut,Cotton
Laterite,7.68,Medium,Kharif,Tamil Nadu,Rice,Pulses
Black,8.43,Medium,Summer,Bihar,Rice,Groundnut
Sandy,5.76,High,Rabi,Haryana,Wheat,Sugarcane
Black,6.01,Medium,Rabi,Kerala,None,Rice
Loamy,8.15,High,Kharif,Karnataka,Cotton,Pulses
Clay,8.48,High,Winter,Maharashtra,Sugarcane,Cotton
Sandy,5.49,High,Summer,Punjab,None,Rice
Black,5.27,Low,Rabi,Tamil Nadu,Maize,Soybean
Clay,7.14,Low,Zaid,Punjab,Cotton,Soybean
Red,4.8,Medium,Zaid,Punjab,Rice,Soybean
Red,5.97,High,Zaid,Kerala,Rice,Cumin
Laterite,6.05,Medium,Zaid,Gujarat,Sugarcane,Cotton
Loamy,6.09,High,Winter,Gujarat,Pulses,Cotton
Loamy,5.76,Medium,Winter,Karnataka,Groundnut,Maize
Black,6.84,Low,Kharif,Telangana,Groundnut,Maize
Loamy,6.57,High,Zaid,Bihar,Cotton,Soybean
Red,7.31,Low,Rabi,Punjab,Groundnut,Groundnut
Alluvial,4.72,Low,Rabi,Telangana,Cotton,Wheat
Laterite,5.55,Medium,Summer,Tamil Nadu,Groundnut,Banana
Alluvial,6.87,High,Zaid,Kerala,Pulses,Cumin
Clay,6.96,Low,Zaid,Kerala,Pulses,Sugarcane
Laterite,7.84,Low,Rabi,Telangana,Rice,Soybean
Laterite,5.61,High,Winter,Karnataka,Wheat,Groundnut
Loamy,5.62,Medium,Rabi,Karnataka,None,Cumin
Loamy,8.13,High,Zaid,Karnataka,Sugarcane,Groundnut
Sandy,5.29,Medium,Zaid,Punjab,Cotton,Pulses
Clay,6.16,Low,Summer,Tamil Nadu,Rice,Maize
Sandy,8.14,Low,Zaid,Punjab,Maize,Maize
Laterite,8.14,Low,Winter,Bihar,Rice,Maize
Laterite,7.07,Low,Kharif,Bihar,Groundnut,Groundnut
Clay,5.69,Medium,Summer,Telangana,Pulses,Cumin
Red,8.0,Medium,Rabi,Karnataka,Maize,Cumin
Red,6.16,Low,Rabi,Tamil Nadu,Sugarcane,Banana
Black,7.04,Low,Rabi,Gujarat,Pulses,Wheat
Clay,6.41,Low,Zaid,Tamil Nadu,Cotton,Soybean
Loamy,6.81,High,Winter,Bihar,Maize,Soybean
Black,8.06,High,Rabi,Kerala,Wheat,Cumin
Laterite,7.22,High,Summer,Bihar,Cotton,Banana
Alluvial,5.83,Low,Winter,Bihar,Wheat,Wheat
Sandy,6.53,Low,Winter,Kerala,Maize,Wheat
Clay,6.1,High,Summer,Telangana,Sugarcane,Cotton
Black,5.57,Medium,Rabi,Uttar Pradesh,Cotton,Cumin
Clay,5.72,Low,Summer,Bihar,Wheat,Maize
Laterite,8.16,High,Rabi,Uttar Pradesh,Sugarcane,Pulses
Loamy,6.44,Low,Zaid,Uttar Pradesh,None,Maize
Black,8.46,High,Winter,Kerala,Groundnut,Maize
Red,5.07,Medium,Zaid,Punjab,Rice,Sugarcane
Clay,5.08,Medium,Zaid,Maharashtra,None,Rice
Clay,6.73,Low,Rabi,Punjab,None,Groundnut
Sandy,7.72,Medium,Winter,Maharashtra,None,Maize
Alluvial,6.52,Low,Winter,Punjab,None,Cumin
Black,4.51,High,Zaid,Kerala,Groundnut,Cumin
Black,6.11,High,Winter,Telangana,Wheat,Groundnut
Sandy,7.7,Low,Summer,Maharashtra,Maize,Maize
Loamy,7.76,High,Winter,Telangana,Wheat,Wheat
Red,7.64,High,Rabi,Uttar Pradesh,None,Cotton
Loamy,4.99,Medium,Zaid,Punjab,Groundnut,Rice
