Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Alluvial,7.27,High,Rabi,Kerala,Wheat,Sugarcane
Loamy,6.4,High,Kharif,Uttar Pradesh,Wheat,Pulses
Red,7.01,Low,Rabi,Tamil Nadu,Rice,Cotton
Sandy,7.7,Low,Rabi,Maharashtra,Maize,Cotton
Laterite,4.54,High,Rabi,Tamil Nadu,Wheat,Maize
Alluvial,7.36,High,Zaid,Tamil Nadu,Sugarcane,Pulses
Red,5.15,High,Zaid,Karnataka,Wheat,Soybean
Clay,6.06,High,Kharif,Telangana,Sugarcane,Cotton
Alluvial,7.36,Low,Rabi,Uttar Pradesh,Groundnut,Banana
Alluvial,8.36,Medium,Rabi,Tamil Nadu,Wheat,Rice
Sandy,5.3,Low,Rabi,Telangana,Wheat,Maize
Alluvial,8.44,High,Rabi,Haryana,Pulses,Maize
Alluvial,7.85,Low,Zaid,Tamil Nadu,None,Sugarcane
Red,5.38,Medium,Zaid,Tamil Nadu,Rice,Soybean
Clay,6.14,Medium,Rabi,Gujarat,Wheat,Rice
Loamy,5.13,High,Zaid,Kerala,Pulses,Cotton
Clay,4.71,Medium,Rabi,Telangana,Wheat,Banana
Red,4.9,Medium,Rabi,Punjab,Groundnut,Sugarcane
Sandy,6.15,High,Zaid,Tamil Nadu,Maize,Sugarcane
Black,4.79,High,Zaid,Kerala,Groundnut,Pulses
Loamy,6.7,Medium,Zaid,Gujarat,Cotton,Cumin
Red,6.23,Low,Rabi,Bihar,Groundnut,Rice
Sandy,6.66,Low,Rabi,Kerala,Rice,Sugarcane
Laterite,5.5,High,Kharif,Maharashtra,None,Rice
Clay,5.06,Medium,Zaid,Bihar,Cotton,Cumin
Laterite,4.89,Medium,Rabi,Gujarat,Rice,Cotton
Sandy,7.87,High,Rabi,Telangana,Rice,Maize
Laterite,4.84,High,Zaid,Haryana,Groundnut,Groundnut
Red,5.23,Medium,Zaid,Gujarat,Groundnut,Groundnut
Sandy,4.9,Low,Zaid,Gujarat,Pulses,Sugarcane
Loamy,7.14,Low,Zaid,Punjab,Maize,Wheat
Loamy,5.88,Medium,Kharif,Uttar Pradesh,None,Sugarcane
Black,7.02,Low,Zaid,Uttar Pradesh,Maize,Maize
Black,5.53,Medium,Kharif,Karnataka,Pulses,Cotton
Sandy,4.97,Medium,Rabi,Bihar,Maize,Soybean
Sandy,7.56,Medium,Rabi,Uttar Pradesh,Sugarcane,Banana
Black,8.25,High,Zaid,Karnataka,Sugarcane,Pulses
Alluvial,8.24,Medium,Kharif,Tamil Nadu,Cotton,Rice
Loamy,6.05,Low,Zaid,Tamil Nadu,None,Groundnut
Loamy,5.56,Medium,Zaid,Telangana,Maize,Cumin
Black,7.84,High,Zaid,Bihar,Rice,Rice
Black,5.46,Low,Zaid,Karnataka,Rice,Pulses
Black,4.59,High,Zaid,Uttar Pradesh,Maize,Groundnut
Laterite,7.13,Medium,Zaid,Punjab,Maize,Soybean
Sandy,7.43,Low,Kharif,Karnataka,Groundnut,Soybean
Alluvial,5.23,High,Rabi,Maharashtra,Maize,Pulses
Alluvial,6.22,High,Zaid,Karnataka,Pulses,Sugarcane
Red,7.49,High,Rabi,Uttar Pradesh,Cotton,Cotton
Alluvial,6.57,High,Rabi,Gujarat,Rice,Maize
Sandy,5.93,Low,Zaid,Haryana,Sugarcane,Pulses
Loamy,5.49,Low,Rabi,Maharashtra,Groundnut,Rice
Black,6.61,Medium,Kharif,Kerala,Rice,Sugarcane
Laterite,6.82,Medium,Rabi,Haryana,Groundnut,Cumin
Loamy,5.67,High,Rabi,Gujarat,Maize,Maize
Clay,8.06,Low,Kharif,Punjab,Pulses,Groundnut
Alluvial,6.99,Medium,Rabi,Karnataka,Rice,Cotton
Black,7.39,High,Rabi,Karnataka,Maize,Wheat
Clay,8.38,High,Zaid,Telangana,Groundnut,Cotton
Alluvial,5.41,High,Zaid,Haryana,Groundnut,Banana
Red,6.71,Medium,Kharif,Telangana,Rice,Rice
Black,6.2,High,Rabi,Bihar,None,Cotton
Clay,5.97,Medium,Zaid,Gujarat,Wheat,Cotton
Red,7.52,Low,Rabi,Bihar,Pulses,Maize
Loamy,4.67,Medium,Zaid,Maharashtra,Cotton,Wheat
Laterite,5.69,Low,Zaid,Gujarat,Sugarcane,Banana
Laterite,6.89,High,Rabi,Haryana,Wheat,Maize
Loamy,6.71,High,Zaid,Uttar Pradesh,Rice,Cotton
Sandy,5.05,High,Rabi,Telangana,Rice,Maize
Loamy,5.88,Low,Kharif,Uttar Pradesh,Wheat,Rice
Alluvial,4.89,Medium,Rabi,Bihar,Wheat,Pulses
Red,4.66,High,Rabi,Punjab,None,Wheat
Red,4.72,Medium,Zaid,Gujarat,Sugarcane,Pulses
Red,5.56,Low,Zaid,Punjab,None,Rice
Laterite,7.92,Low,Zaid,Punjab,Wheat,Cotton
Alluvial,7.72,High,Rabi,Haryana,Wheat,Groundnut
Loamy,4.85,Low,Rabi,Gujarat,Pulses,Wheat
Black,7.09,Low,Zaid,Bihar,Sugarcane,Pulses
Clay,6.53,Medium,Rabi,Punjab,Rice,Wheat
Clay,7.73,Medium,Rabi,Tamil Nadu,Wheat,Sugarcane
Laterite,6.94,Medium,Rabi,Punjab,Pulses,Rice
Red,5.92,Medium,Zaid,Karnataka,Pulses,Cotton
Loamy,6.98,Medium,Rabi,Gujarat,Groundnut,Sugarcane
Loamy,4.68,Medium,Rabi,Kerala,Groundnut,Rice
Black,6.38,High,Rabi,Telangana,Maize,Rice
Alluvial,6.6,High,Zaid,Tamil Nadu,Wheat,Maize
Red,8.17,Medium,Zaid,Maharashtra,Cotton,Banana
Alluvial,5.97,Low,Zaid,Bihar,Pulses,Cotton
Laterite,4.95,High,Rabi,Telangana,Groundnut,Maize
Clay,4.83,Medium,Zaid,Karnataka,Groundnut,Banana
Red,7.57,High,Kharif,Kerala,None,Wheat
Red,7.51,Low,Zaid,Punjab,Rice,Groundnut
Red,6.56,Medium,Rabi,Telangana,None,Soybean
Clay,6.65,Medium,Rabi,Telangana,Maize,Cotton
Loamy,7.25,Medium,Rabi,Punjab,None,Cumin
Loamy,5.0,Medium,Zaid,Gujarat,Sugarcane,Banana
Alluvial,6.67,Low,Rabi,Karnataka,Sugarcane,Wheat
Sandy,8.03,High,Zaid,Maharashtra,Groundnut,Sugarcane
Sandy,8.48,Medium,Kharif,Gujarat,Wheat,Groundnut
Alluvial,4.86,Low,Zaid,Maharashtra,Groundnut,Groundnut
Black,8.21,Low,Rabi,Karnataka,Cotton,Banana
Sandy,7.96,High,Rabi,Uttar Pradesh,Cotton,Banana
Clay,4.92,Medium,Rabi,Tamil Nadu,Maize,Wheat
Loamy,6.37,High,Zaid,Uttar Pradesh,Cotton,Soybean
Clay,7.18,High,Kharif,Haryana,Maize,Wheat
Black,5.93,Low,Rabi,Kerala,Cotton,Maize
Black,8.03,High,Rabi,Telangana,Maize,Cumin
Black,6.71,High,Rabi,Tamil Nadu,Pulses,Wheat
Sandy,4.79,Medium,Rabi,Kerala,Wheat,Maize
Clay,5.09,Low,Kharif,Karnataka,Cotton,Banana
Laterite,7.16,High,Zaid,Kerala,Sugarcane,Groundnut
Clay,5.23,Low,Rabi,Uttar Pradesh,Groundnut,Soybean
Alluvial,6.76,High,Rabi,Telangana,Cotton,Banana
Clay,5.64,Low,Rabi,Punjab,Maize,Cotton
Black,4.81,Low,Kharif,Tamil Nadu,Maize,Soybean
Loamy,4.51,Low,Zaid,Karnataka,Groundnut,Soybean
Black,7.94,Low,Rabi,Tamil Nadu,Maize,Soybean
Laterite,5.04,Medium,Zaid,Maharashtra,None,Soybean
Sandy,8.33,Medium,Rabi,Kerala,Pulses,Banana
Red,6.1,Low,Zaid,Telangana,Sugarcane,Banana
Alluvial,5.67,Medium,Zaid,Tamil Nadu,Maize,Cumin
Loamy,6.11,High,Kharif,Haryana,Sugarcane,Cumin
Clay,4.77,Medium,Zaid,Uttar Pradesh,Groundnut,Groundnut
Black,4.8,Low,Zaid,Punjab,Rice,Cumin
Laterite,7.58,Low,Kharif,Gujarat,Maize,Rice
Clay,7.78,Low,Kharif,Tamil Nadu,Cotton,Banana
Clay,6.64,Low,Zaid,Tamil Nadu,Cotton,Soybean
Alluvial,7.93,Medium,Kharif,Karnataka,Maize,Rice
Laterite,6.67,Medium,Rabi,Karnataka,Wheat,Pulses
Clay,4.6,Medium,Zaid,Telangana,None,Sugarcane
Loamy,7.0,Low,Kharif,Maharashtra,Sugarcane,Soybean
Clay,4.55,High,Rabi,Haryana,Sugarcane,Banana
Alluvial,5.87,Low,Kharif,Gujarat,Wheat,Banana
Laterite,6.67,Low,Rabi,Punjab,None,Pulses
Loamy,7.02,High,Rabi,Bihar,Maize,Sugarcane
Clay,7.79,Medium,Rabi,Telangana,Rice,Rice
Red,4.86,High,Zaid,Gujarat,Cotton,Pulses
Alluvial,6.39,High,Zaid,Karnataka,Rice,Sugarcane
Loamy,6.16,Low,Rabi,Karnataka,Maize,Sugarcane
Sandy,5.46,Low,Rabi,Tamil Nadu,Maize,Cumin
Black,6.48,Medium,Kharif,Uttar Pradesh,Groundnut,Rice
Red,4.7,Medium,Rabi,Maharashtra,Wheat,Groundnut
Clay,5.0,High,Rabi,Kerala,Rice,Groundnut
Black,5.96,High,Zaid,Punjab,Cotton,Rice
Alluvial,7.3,Low,Zaid,Haryana,Maize,Pulses
Laterite,6.99,Medium,Kharif,Uttar Pradesh,Sugarcane,Pulses
Clay,5.99,Low,Rabi,Maharashtra,Cotton,Cotton
Alluvial,5.22,Medium,Kharif,Karnataka,Groundnut,Soybean
Laterite,7.36,Medium,Rabi,Karnataka,Wheat,Wheat
Black,7.4,Medium,Rabi,Tamil Nadu,Sugarcane,Sugarcane
Black,8.44,High,Kharif,Tamil Nadu,Pulses,Pulses
Clay,5.12,Medium,Zaid,Bihar,None,Sugarcane
Alluvial,6.51,High,Rabi,Telangana,Maize,Pulses
Laterite,5.51,Low,Rabi,Uttar Pradesh,Groundnut,Sugarcane
Red,5.37,Medium,Kharif,Uttar Pradesh,None,Soybean
Loamy,7.69,High,Zaid,Uttar Pradesh,Maize,Sugarcane
Clay,4.94,Low,Rabi,Gujarat,Pulses,Maize
Laterite,8.38,Low,Zaid,Uttar Pradesh,Groundnut,Maize
Alluvial,7.3,High,Zaid,Haryana,Pulses,Maize
Black,6.2,Medium,Zaid,Tamil Nadu,Groundnut,Rice
Laterite,6.03,High,Kharif,Maharashtra,Wheat,Cotton
Alluvial,5.43,High,Zaid,Telangana,Pulses,Wheat
Sandy,7.92,Low,Rabi,Bihar,Rice,Banana
Clay,8.29,Medium,Zaid,Tamil Nadu,Groundnut,Cumin
Clay,7.09,Medium,Zaid,Gujarat,Wheat,Wheat
Black,5.16,Low,Rabi,Kerala,Wheat,Wheat
Black,5.54,Medium,Zaid,Kerala,Sugarcane,Banana
Red,7.26,Low,Zaid,Telangana,Sugarcane,Banana
Clay,5.28,High,Zaid,Karnataka,Maize,Wheat
Loamy,8.12,Low,Zaid,Uttar Pradesh,Pulses,Maize
Laterite,6.92,Medium,Rabi,Maharashtra,Cotton,Sugarcane
Laterite,6.99,High,Rabi,Telangana,Pulses,Rice
Laterite,7.62,Medium,Rabi,Maharashtra,Cotton,Rice
Alluvial,7.98,Medium,Rabi,Haryana,None,Rice
Loamy,6.33,High,Zaid,Maharashtra,Pulses,Rice
Red,5.44,High,Rabi,Tamil Nadu,None,Maize
Clay,4.77,High,Kharif,Telangana,Sugarcane,Cumin
Loamy,8.01,Medium,Kharif,Karnataka,None,Rice
Black,7.97,Medium,Zaid,Haryana,Sugarcane,Wheat
Clay,7.76,High,Zaid,Bihar,Maize,Cumin
Alluvial,7.45,Low,Zaid,Bihar,Sugarcane,Banana
Red,4.64,Low,Kharif,Telangana,Cotton,Groundnut
Sandy,7.71,Medium,Rabi,Punjab,Rice,Groundnut
Laterite,8.44,Medium,Zaid,Gujarat,Sugarcane,Cumin
Laterite,6.17,High,Rabi,Maharashtra,Groundnut,Banana
Loamy,6.95,High,Zaid,Tamil Nadu,Groundnut,Banana
Loamy,4.69,High,Kharif,Punjab,Pulses,Sugarcane
Red,8.17,High,Rabi,Maharashtra,Rice,Cotton
Clay,6.56,Medium,Kharif,Punjab,Maize,Pulses
Clay,6.32,Low,Kharif,Karnataka,Cotton,Cumin
Laterite,8.06,Medium,Rabi,Karnataka,Rice,Banana
Alluvial,7.81,Medium,Kharif,Karnataka,Pulses,Cotton
Clay,5.33,Low,Rabi,Tamil Nadu,Sugarcane,Pulses
Black,5.86,Low,Rabi,Tamil Nadu,Sugarcane,Banana
Clay,7.17,Low,Rabi,Maharashtra,Groundnut,Banana
Red,5.53,Low,Rabi,Karnataka,Wheat,Groundnut
Alluvial,5.02,Medium,Zaid,Kerala,Wheat,Groundnut
Loamy,4.8,Low,Zaid,Haryana,Maize,Cumin
Loamy,7.42,Medium,Zaid,Punjab,Sugarcane,Rice
Alluvial,7.94,Medium,Kharif,Tamil Nadu,Cotton,Cotton
Clay,6.31,Low,Rabi,Maharashtra,Wheat,Rice
Black,6.71,High,Rabi,Bihar,Maize,Pulses
Clay,6.04,Low,Zaid,Gujarat,Maize,Banana
Black,6.08,Low,Zaid,Haryana,Maize,Sugarcane
Clay,6.53,Low,Kharif,Maharashtra,Cotton,Wheat
Sandy,4.6,High,Rabi,Uttar Pradesh,Sugarcane,Wheat
Clay,5.75,Medium,Rabi,Uttar Pradesh,Sugarcane,Groundnut
Laterite,6.79,Low,Rabi,Kerala,Sugarcane,Pulses
Red,8.12,Low,Rabi,Punjab,None,Cotton
Red,6.67,Low,Zaid,Maharashtra,Sugarcane,Groundnut
Black,7.37,Low,Rabi,Karnataka,None,Maize
Black,8.16,High,Zaid,Uttar Pradesh,Groundnut,Pulses
Black,8.16,High,Rabi,Tamil Nadu,Rice,Cumin
Sandy,7.91,Medium,Zaid,Haryana,Maize,Sugarcane
Red,7.22,Low,Zaid,Maharashtra,Pulses,Banana
Alluvial,7.47,Low,Zaid,Bihar,Wheat,Sugarcane
Clay,5.07,High,Zaid,Gujarat,Rice,Pulses
Sandy,4.82,Low,Zaid,Bihar,Groundnut,Pulses
Black,8.48,High,Kharif,Telangana,Rice,Soybean
Alluvial,7.93,Medium,Kharif,Punjab,Rice,Cumin
Laterite,5.99,Medium,Rabi,Bihar,Groundnut,Banana
Clay,8.18,High,Rabi,Haryana,Maize,Cumin
Loamy,4.6,High,Rabi,Punjab,Cotton,Soybean
Red,7.4,Low,Rabi,Karnataka,Sugarcane,Rice
Black,4.65,High,Kharif,Uttar Pradesh,Sugarcane,Maize
Clay,6.64,Low,Rabi,Kerala,Groundnut,Wheat
Laterite,5.88,Medium,Rabi,Maharashtra,Groundnut,Cumin
Laterite,8.38,Medium,Zaid,Telangana,Sugarcane,Soybean
Red,5.55,Low,Zaid,Karnataka,Wheat,Banana
Red,6.49,Medium,Rabi,Haryana,Rice,Cumin
Clay,5.47,Medium,Rabi,Kerala,Rice,Rice
Alluvial,5.38,Low,Zaid,Gujarat,Maize,Pulses
Alluvial,6.93,Medium,Zaid,Gujarat,Rice,Pulses
Loamy,6.22,High,Rabi,Karnataka,Rice,Maize
Loamy,5.04,Medium,Kharif,Maharashtra,None,Maize
Loamy,6.34,Low,Rabi,Kerala,Sugarcane,Rice
Sandy,6.43,Low,Zaid,Kerala,Maize,Cotton
Red,8.03,Low,Rabi,Uttar Pradesh,Maize,Cotton
Black,5.41,High,Rabi,Karnataka,Cotton,Groundnut
Loamy,7.59,Low,Zaid,Maharashtra,Wheat,Pulses
Black,7.15,Medium,Kharif,Telangana,Groundnut,Banana
Red,5.53,High,Zaid,Maharashtra,None,Maize
Black,8.29,Medium,Zaid,Tamil Nadu,Sugarcane,Pulses
Loamy,7.1,Medium,Rabi,Telangana,Rice,Banana
Red,5.82,High,Kharif,Kerala,None,Banana
Red,6.99,Low,Zaid,Maharashtra,Maize,Cumin
Laterite,7.46,High,Zaid,Karnataka,Cotton,Sugarcane
Sandy,8.34,Low,Kharif,Kerala,Pulses,Wheat
Loamy,5.75,High,Rabi,Punjab,Cotton,Banana
Loamy,5.57,High,Kharif,Bihar,None,Soybean
Red,6.76,Medium,Kharif,Uttar Pradesh,Sugarcane,Cotton
Red,7.88,Low,Kharif,Uttar Pradesh,Sugarcane,Rice
Laterite,6.38,Low,Rabi,Telangana,None,Groundnut
Laterite,4.9,Medium,Zaid,Maharashtra,Cotton,Banana
Black,6.01,Medium,Zaid,Gujarat,Wheat,Rice
Black,6.78,Medium,Kharif,Punjab,Cotton,Sugarcane
Clay,4.76,High,Kharif,Punjab,Rice,Maize
Alluvial,6.57,Low,Rabi,Maharashtra,Rice,Rice
Black,6.34,Medium,Rabi,Haryana,Sugarcane,Sugarcane
Red,4.93,Medium,Zaid,Gujarat,Sugarcane,Maize
Sandy,7.93,Low,Rabi,Kerala,Groundnut,Maize
Black,6.07,Medium,Rabi,Gujarat,Sugarcane,Cotton
Black,7.58,High,Kharif,Haryana,Groundnut,Wheat
Loamy,5.65,Medium,Zaid,Haryana,Rice,Rice
Black,5.67,High,Rabi,Punjab,Maize,Sugarcane
Loamy,5.05,High,Rabi,Karnataka,Maize,Maize
Red,7.13,High,Rabi,Maharashtra,Wheat,Wheat
Black,5.68,Low,Kharif,Punjab,Wheat,Soybean
Black,6.53,High,Kharif,Maharashtra,Sugarcane,Wheat
Sandy,4.93,High,Rabi,Telangana,Cotton,Cotton
Sandy,8.05,Low,Zaid,Kerala,Pulses,Cumin
Alluvial,7.13,High,Kharif,Uttar Pradesh,None,Soybean
Red,8.29,Low,Rabi,Gujarat,Rice,Wheat
Laterite,4.78,Low,Kharif,Telangana,Groundnut,Groundnut
Sandy,8.43,Low,Zaid,Haryana,None,Rice
Black,6.94,Medium,Zaid,Haryana,Groundnut,Banana
Loamy,5.16,Medium,Kharif,Punjab,Pulses,Rice
Red,5.38,Medium,Rabi,Maharashtra,Pulses,Wheat
Loamy,4.57,Medium,Kharif,Tamil Nadu,Maize,Sugarcane
Clay,4.76,Medium,Kharif,Kerala,Pulses,Cumin
Sandy,5.79,High,Rabi,Uttar Pradesh,None,Maize
Sandy,5.67,High,Zaid,Tamil Nadu,Cotton,Cotton
Red,7.87,Low,Rabi,Maharashtra,Wheat,Sugarcane
Sandy,6.1,High,Rabi,Uttar Pradesh,Cotton,Pulses
Laterite,6.61,High,Kharif,Tamil Nadu,Sugarcane,Rice
Alluvial,7.33,Medium,Zaid,Maharashtra,Rice,Cumin
Black,8.02,Medium,Rabi,Gujarat,Sugarcane,Maize
Alluvial,7.61,High,Zaid,Gujarat,Maize,Cumin
Clay,5.36,Low,Zaid,Gujarat,Rice,Pulses
Alluvial,5.48,Medium,Zaid,Gujarat,None,Pulses
Clay,7.01,Low,Zaid,Uttar Pradesh,Maize,Cumin
Alluvial,6.13,Low,Zaid,Maharashtra,Maize,Soybean
Loamy,7.01,Low,Zaid,Bihar,Maize,Rice
Red,5.54,Low,Kharif,Tamil Nadu,Maize,Groundnut
Sandy,4.53,High,Rabi,Haryana,Maize,Rice
Laterite,8.41,Medium,Rabi,Punjab,Maize,Wheat
Red,7.05,Low,Zaid,Punjab,Groundnut,Maize
Sandy,4.7,High,Rabi,Karnataka,Sugarcane,Pulses
Black,5.22,Low,Zaid,Maharashtra,Cotton,Rice
Red,8.19,Low,Rabi,Telangana,Cotton,Soybean
Loamy,4.58,Medium,Zaid,Kerala,Wheat,Sugarcane
Loamy,6.91,High,Rabi,Haryana,None,Rice
Red,4.52,High,Kharif,Uttar Pradesh,Sugarcane,Pulses
Laterite,7.35,Low,Zaid,Karnataka,Groundnut,Soybean
Laterite,6.15,High,Kharif,Haryana,Groundnut,Cumin
Clay,8.38,Low,Zaid,Maharashtra,None,Soybean
Black,6.92,High,Rabi,Haryana,Pulses,Cotton
Red,4.76,High,Zaid,Bihar,Groundnut,Sugarcane
Clay,6.38,Medium,Kharif,Uttar Pradesh,Sugarcane,Banana
Alluvial,5.11,Low,Rabi,Gujarat,Pulses,Rice
Loamy,7.11,Medium,Zaid,Uttar Pradesh,Groundnut,Wheat
Red,6.39,Medium,Rabi,Bihar,Cotton,Banana
Alluvial,6.15,High,Rabi,Telangana,None,Wheat
Clay,8.22,High,Zaid,Kerala,Cotton,Wheat
Black,8.23,Medium,Rabi,Gujarat,Cotton,Sugarcane
Laterite,7.55,Medium,Kharif,Punjab,Wheat,Wheat
Clay,6.77,Low,Rabi,Telangana,Maize,Wheat
Red,8.36,Medium,Rabi,Karnataka,Pulses,Soybean
Alluvial,7.73,High,Rabi,Uttar Pradesh,None,Wheat
Loamy,5.11,Low,Zaid,Haryana,Maize,Groundnut
Alluvial,4.66,Low,Zaid,Kerala,Wheat,Cumin
Loamy,5.35,High,Zaid,Punjab,Groundnut,Maize
Laterite,6.35,Low,Rabi,Maharashtra,Cotton,Banana
Red,6.47,Low,Rabi,Punjab,Rice,Rice
Sandy,7.31,High,Zaid,Karnataka,Wheat,Maize
Clay,8.04,Low,Zaid,Telangana,Cotton,Soybean
Laterite,6.98,High,Zaid,Uttar Pradesh,Rice,Cotton
Loamy,5.66,Medium,Rabi,Haryana,Rice,Groundnut
Alluvial,6.48,Low,Rabi,Maharashtra,Pulses,Cumin
Sandy,5.62,Low,Zaid,Maharashtra,None,Rice
Red,6.65,Medium,Kharif,Gujarat,Cotton,Soybean
Alluvial,5.88,High,Kharif,Kerala,Rice,Rice
Alluvial,7.36,High,Rabi,Maharashtra,Wheat,Pulses
Laterite,7.27,Medium,Zaid,Karnataka,Maize,Sugarcane
Black,5.13,High,Rabi,Bihar,Pulses,Pulses
Black,7.9,Low,Rabi,Gujarat,None,Wheat
Laterite,8.12,Low,Rabi,Maharashtra,Sugarcane,Maize
Sandy,4.91,High,Rabi,Kerala,Groundnut,Soybean
Clay,4.92,Low,Zaid,Punjab,Groundnut,Pulses
Loamy,5.99,High,Kharif,Uttar Pradesh,Cotton,Maize
Laterite,4.68,Low,Kharif,Uttar Pradesh,Sugarcane,Maize
Sandy,5.5,Medium,Kharif,Tamil Nadu,Rice,Wheat
Loamy,6.46,Medium,Rabi,Kerala,Rice,Cumin
Black,8.45,Medium,Zaid,Maharashtra,Groundnut,Rice
Clay,7.08,Low,Rabi,Telangana,Pulses,Sugarcane
Red,6.62,Low,Rabi,Uttar Pradesh,Rice,Cumin
Sandy,6.7,Medium,Zaid,Haryana,Pulses,Wheat
Sandy,7.91,Low,Zaid,Haryana,None,Wheat
Red,7.42,High,Zaid,Gujarat,Rice,Maize
Sandy,5.24,High,Rabi,Karnataka,Wheat,Rice
Sandy,5.83,High,Zaid,Punjab,Groundnut,Pulses
Clay,5.78,Medium,Rabi,Maharashtra,Pulses,Soybean
Alluvial,5.22,Medium,Zaid,Tamil Nadu,None,Soybean
Loamy,7.32,High,Zaid,Gujarat,None,Cotton
Red,4.56,Medium,Zaid,Telangana,Groundnut,Rice
Laterite,4.71,High,Zaid,Tamil Nadu,Groundnut,Cotton
Red,5.87,Low,Kharif,Punjab,Pulses,Groundnut
Sandy,7.34,Medium,Rabi,Punjab,Maize,Soybean
Laterite,6.75,Medium,Kharif,Haryana,None,Soybean
Loamy,8.02,Medium,Kharif,Maharashtra,Pulses,Pulses
Alluvial,6.33,High,Rabi,Gujarat,Pulses,Soybean
Red,6.74,Medium,Zaid,Telangana,Rice,Banana
Clay,5.26,High,Kharif,Telangana,Sugarcane,Cumin
Laterite,6.53,Low,Kharif,Tamil Nadu,Cotton,Maize
Loamy,8.01,High,Zaid,Telangana,Pulses,Groundnut
Loamy,7.44,Medium,Zaid,Punjab,None,Wheat
Sandy,7.81,Medium,Zaid,Tamil Nadu,None,Wheat
Sandy,8.46,Low,Zaid,Punjab,Wheat,Wheat
Clay,6.5,High,Rabi,Karnataka,Groundnut,Pulses
Black,7.92,Medium,Kharif,Haryana,Groundnut,Cumin
Clay,6.06,High,Kharif,Tamil Nadu,Groundnut,Sugarcane
Black,5.45,High,Zaid,Telangana,Pulses,Wheat
Black,5.73,Medium,Rabi,Uttar Pradesh,Maize,Cotton
Sandy,8.34,Medium,Kharif,Haryana,Sugarcane,Wheat
Laterite,5.02,High,Rabi,Uttar Pradesh,Pulses,Soybean
Red,6.97,Medium,Zaid,Punjab,Wheat,Sugarcane
Clay,4.64,High,Rabi,Maharashtra,Sugarcane,Maize
Alluvial,7.14,High,Zaid,Gujarat,None,Sugarcane
Sandy,8.46,Low,Kharif,Karnataka,Pulses,Wheat
Loamy,7.95,Medium,Kharif,Haryana,Pulses,Rice
Black,7.55,High,Zaid,Kerala,Sugarcane,Banana
Laterite,5.93,Low,Zaid,Uttar Pradesh,None,Cumin
Clay,7.84,High,Rabi,Tamil Nadu,Pulses,Rice
Sandy,8.14,High,Rabi,Bihar,Pulses,Banana
Red,6.47,High,Rabi,Gujarat,Sugarcane,Banana
Laterite,7.36,Low,Rabi,Kerala,Sugarcane,Cotton
Alluvial,5.29,Low,Rabi,Haryana,Rice,Cotton
Laterite,7.95,High,Rabi,Maharashtra,Wheat,Sugarcane
Sandy,4.7,Medium,Rabi,Punjab,Wheat,Pulses
Clay,7.66,Low,Zaid,Uttar Pradesh,Sugarcane,Wheat
Alluvial,5.62,Medium,Rabi,Karnataka,Pulses,Wheat
Black,8.05,Low,Zaid,Punjab,Groundnut,Wheat
Loamy,6.64,High,Kharif,Punjab,Wheat,Pulses
Alluvial,5.8,Medium,Kharif,Gujarat,None,Sugarcane
Loamy,5.47,Low,Zaid,Haryana,Groundnut,Rice
Alluvial,4.67,Medium,Zaid,Gujarat,Sugarcane,Cotton
Clay,5.22,High,Kharif,Haryana,None,Soybean
Loamy,8.04,High,Rabi,Karnataka,Wheat,Soybean
Alluvial,7.68,Low,Zaid,Maharashtra,None,Banana
Loamy,8.22,Medium,Rabi,Haryana,Maize,Banana
Sandy,4.71,Medium,Rabi,Tamil Nadu,Rice,Maize
Alluvial,7.06,Low,Kharif,Telangana,None,Maize
Alluvial,5.43,Medium,Rabi,Punjab,None,Cotton
Laterite,5.62,Low,Kharif,Maharashtra,None,Maize
Loamy,5.83,Low,Zaid,Haryana,Cotton,Cumin
Black,6.03,Medium,Zaid,Telangana,Sugarcane,Maize
Red,5.38,Medium,Zaid,Bihar,Sugarcane,Cumin
Sandy,5.84,Low,Zaid,Haryana,Cotton,Rice
Loamy,8.1,High,Rabi,Telangana,Groundnut,Banana
Red,6.04,Low,Kharif,Haryana,Wheat,Soybean
Loamy,8.47,Low,Rabi,Maharashtra,Groundnut,Sugarcane
Laterite,6.49,Low,Rabi,Kerala,Rice,Rice
Red,6.34,Low,Rabi,Karnataka,Cotton,Banana
Red,5.66,Low,Zaid,Haryana,Pulses,Rice
Sandy,8.14,Low,Rabi,Karnataka,Cotton,Rice
Red,5.03,High,Rabi,Maharashtra,Wheat,Soybean
Sandy,4.73,High,Rabi,Tamil Nadu,Pulses,Cotton
Clay,6.73,Low,Kharif,Kerala,Groundnut,Cotton
Clay,5.29,Medium,Rabi,Gujarat,Cotton,Groundnut
Laterite,6.18,Low,Zaid,Karnataka,Maize,Rice
Sandy,7.2,High,Rabi,Kerala,Maize,Soybean
Red,8.1,Medium,Rabi,Tamil Nadu,None,Rice
Loamy,6.88,High,Zaid,Maharashtra,Sugarcane,Sugarcane
Clay,8.3,Medium,Rabi,Gujarat,Pulses,Cumin
Clay,4.53,Low,Kharif,Kerala,Maize,Groundnut
Loamy,8.12,High,Kharif,Karnataka,Maize,Maize
Alluvial,6.12,Medium,Zaid,Maharashtra,Groundnut,Rice
Loamy,5.61,High,Rabi,Bihar,Groundnut,Banana
Black,4.84,High,Rabi,Telangana,Sugarcane,Soybean
